SohasDesignation,Asteroid,AutoDetected,Confirmed,ConfirmedAt,ConfirmedBy,Comment
OG16258,,,1,2017-12-21 18:04:43,Michal Biesiada,
OG16257,,,1,2017-12-21 18:04:12,Michal Biesiada,
OG16256,,,1,2017-12-21 17:59:32,Michal Biesiada,
OG16193,,,1,2017-12-19 13:38:27,Michal Biesiada,
OG16192,,,1,2017-12-19 13:36:59,Michal Biesiada,
OG16191,2018 AG14,1,2017-12-19 13:30:53,Michal Biesiada,
OG16190,,,1,2017-12-19 13:30:30,Michal Biesiada,
OG16189,,,1,2017-12-19 13:30:11,Michal Biesiada,
OG16188,,,1,2017-12-19 13:29:27,Michal Biesiada,
OG16187,,,1,2017-12-19 13:18:36,Michal Biesiada,
OG16186,,,1,2017-12-19 13:12:29,Michal Biesiada,
OG16183,,,1,2017-12-19 09:23:41,Michal Biesiada,
OG16182,,,1,2017-12-19 09:13:35,Michal Biesiada,
OG16181,,,1,2017-12-19 09:12:12,Michal Biesiada,
OG16180,,,1,2017-12-19 09:04:55,Michal Biesiada,
OG16179,,,1,2017-12-19 09:04:41,Michal Biesiada,
OG16178,,,1,2017-12-19 09:03:01,Michal Biesiada,
OG16177,,,1,2017-12-19 09:02:29,Michal Biesiada,
OG16176,2005 UA432,1,2017-12-19 08:58:53,Michal Biesiada,
OG16175,,,1,2017-12-19 08:49:51,Michal Biesiada,
OG16174,,,1,2017-12-19 08:48:44,Michal Biesiada,
OG16173,2018 AU13,1,2017-12-19 08:48:10,Michal Biesiada,
OG16172,,,1,2017-12-19 08:46:07,Michal Biesiada,
OG16170,,,1,2017-12-18 23:42:38,Michal Biesiada,
OG16169,,,1,2017-12-18 23:35:35,Michal Biesiada,
OG16168,2018 CE,1,2017-12-18 23:34:36,Michal Biesiada,
OG16167,,,1,2017-12-18 23:33:45,Michal Biesiada,
OG16165,2017 XW59,1,2017-12-18 23:27:06,Michal Biesiada,
OG16107,2017 XB10,1,2017-12-09 19:34:23,Michal Biesiada,
OG16106,,,1,2017-12-09 19:34:01,Michal Biesiada,
OG16105,2017 XO52,1,2017-12-09 19:33:07,Michal Biesiada,
OG16104,2003 UJ5,1,2017-12-09 19:32:34,Michal Biesiada,
OG16103,,,1,2017-12-09 19:30:06,Michal Biesiada,
OG16102,2017 XA13,1,2017-12-09 19:29:12,Michal Biesiada,
OG16101,2017 XB8,1,2017-12-09 19:28:52,Michal Biesiada,
OG16100,,,1,2017-12-09 19:27:09,Michal Biesiada,
OG16099,2017 XT14,1,2017-12-09 19:26:54,Michal Biesiada,
OG16098,,,1,2017-12-09 19:24:57,Michal Biesiada,
OG16097,,,1,2017-12-09 19:23:37,Michal Biesiada,
OG16096,,,1,2017-12-09 19:22:02,Michal Biesiada,
OG16095,2017 XM9,1,2017-12-09 19:20:40,Michal Biesiada,
OG16094,2015 BZ428,1,2017-12-09 19:19:48,Michal Biesiada,
OG16093,2017 XR14,1,2017-12-09 19:16:07,Michal Biesiada,
OG16092,,,1,2017-12-09 19:15:30,Michal Biesiada,
OG16091,2017 XH9,1,2017-12-09 19:12:47,Michal Biesiada,
OG16090,,,1,2017-12-09 19:08:31,Michal Biesiada,
OG16089,,,1,2017-12-09 19:08:05,Michal Biesiada,
OG16088,,,1,2017-12-09 19:06:59,Michal Biesiada,
OG16087,2013 RL82,1,2017-12-09 19:05:48,Michal Biesiada,
OG16086,2017 XR19,1,2017-12-09 19:03:29,Michal Biesiada,
OG16085,,,1,2017-12-09 19:01:51,Michal Biesiada,
OG16084,2017 XE16,1,2017-12-09 19:01:28,Michal Biesiada,
OG16076,2017 XY24,1,2017-11-28 20:29:56,Michal Biesiada,
OG16075,,,1,2017-11-28 20:28:27,Michal Biesiada,
OG16074,2017 XP26,1,2017-11-28 20:27:56,Michal Biesiada,
OG16073,2017 XC54,1,2017-11-28 20:27:23,Michal Biesiada,
OG16072,2017 XF53,1,2017-11-28 20:25:36,Michal Biesiada,
OG16071,,,1,2017-11-28 20:09:41,Michal Biesiada,
OG16070,,,1,2017-11-28 20:09:25,Michal Biesiada,
OG16069,2017 XN26,1,2017-11-28 20:08:31,Michal Biesiada,
OG16068,2017 XL37,1,2017-11-28 19:55:23,Michal Biesiada,
OG16067,,,1,2017-11-28 19:36:27,Michal Biesiada,
OG16066,,,1,2017-11-28 19:32:32,Michal Biesiada,
OG16065,,,1,2017-11-28 19:30:50,Michal Biesiada,
OG16064,,,1,2017-11-28 19:30:37,Michal Biesiada,
OG16063,,,1,2017-11-28 19:29:03,Michal Biesiada,
OG16062,2017 WP4,1,2017-11-28 19:28:39,Michal Biesiada,
OG15741,,,1,2017-10-22 00:15:44,Michal Biesiada,
OG15740,,,1,2017-10-22 00:13:54,Michal Biesiada,
OG15739,2017 VD8,1,2017-10-22 00:08:26,Michal Biesiada,
OG15738,,,1,2017-10-21 23:58:44,Michal Biesiada,
OG15737,,,1,2017-10-21 23:58:08,Michal Biesiada,
OG15568,,,1,2017-09-22 12:06:01,Michal Biesiada,
OG15567,,,1,2017-09-22 11:44:52,Michal Biesiada,
OG15566,,,1,2017-09-22 11:44:16,Michal Biesiada,
OG15565,,,1,2017-09-22 11:42:05,Michal Biesiada,
OG15564,2017 SA107,1,2017-09-22 11:41:35,Michal Biesiada,
OG15563,,,1,2017-09-22 11:36:38,Michal Biesiada,
OG15562,2017 ST103,1,2017-09-22 11:32:27,Michal Biesiada,
OG15561,,,1,2017-09-22 11:31:18,Michal Biesiada,
OG15560,,,1,2017-09-22 11:29:39,Michal Biesiada,
OG15559,,,1,2017-09-22 11:28:29,Michal Biesiada,
OG15558,,,1,2017-09-22 11:28:01,Michal Biesiada,
OG15557,2008 SR267,1,2017-09-22 11:22:02,Michal Biesiada,
OG15556,,,1,2017-09-22 11:20:24,Michal Biesiada,
OG15555,,,1,2017-09-22 11:18:05,Michal Biesiada,
OG15554,,,1,2017-09-22 11:12:56,Michal Biesiada,
OG15553,,,1,2017-09-22 11:03:08,Michal Biesiada,
OG15552,2017 RW86,1,2017-09-22 10:59:15,Michal Biesiada,
OG15551,,,1,2017-09-22 10:58:28,Michal Biesiada,
OG15550,,,1,2017-09-22 10:56:33,Michal Biesiada,
OG15549,2017 SA132,1,2017-09-22 10:55:50,Michal Biesiada,
OG15548,,,1,2017-09-22 10:51:09,Michal Biesiada,
OG15547,,,1,2017-09-22 10:41:02,Michal Biesiada,
OG15546,2017 RB101,1,2017-09-22 10:40:53,Michal Biesiada,
OG15545,,,1,2017-09-22 10:40:10,Michal Biesiada,
OG15544,,,1,2017-09-22 10:29:36,Michal Biesiada,
OG15543,2017 RB88,1,2017-09-22 10:28:53,Michal Biesiada,
OG15542,,,1,2017-09-21 23:58:43,Michal Biesiada,
OG15541,,,1,2017-09-21 23:57:50,Michal Biesiada,
OG15540,2017 SZ131,1,2017-09-21 23:54:25,Michal Biesiada,
OG15539,,,1,2017-09-21 23:52:08,Michal Biesiada,
OG15538,2008 TK132,1,2017-09-21 23:51:50,Michal Biesiada,
OG15442,2017 SP131,1,2017-09-21 01:30:18,Michal Biesiada,
OG15441,2015 FE406,1,2017-09-21 01:23:55,Michal Biesiada,
OG15440,,,1,2017-09-21 01:21:40,Michal Biesiada,
OG15439,2013 NJ31,1,2017-09-21 01:05:49,Michal Biesiada,
OG15438,2017 SY14,1,2017-09-21 01:05:33,Michal Biesiada,
OG15437,,,1,2017-09-21 00:57:23,Michal Biesiada,
OG15436,2017 SD107,1,2017-09-21 00:53:19,Michal Biesiada,
OG15435,2017 RJ96,1,2017-09-21 00:53:01,Michal Biesiada,
OG15434,,,1,2017-09-21 00:52:37,Michal Biesiada,
OG15433,2017 SL102,1,2017-09-21 00:50:45,Michal Biesiada,
OG15432,,,1,2017-09-21 00:50:23,Michal Biesiada,
OG15431,,,1,2017-09-21 00:49:53,Michal Biesiada,
OG15430,2017 SH102,1,2017-09-21 00:47:06,Michal Biesiada,
OG15429,,,1,2017-09-21 00:46:01,Michal Biesiada,
OG15428,,,1,2017-09-21 00:44:18,Michal Biesiada,
OG15427,,,1,2017-09-21 00:43:46,Michal Biesiada,
OG15426,,,1,2017-09-21 00:42:28,Michal Biesiada,
OG15425,,,1,2017-09-21 00:40:46,Michal Biesiada,
OG15424,,,1,2017-09-21 00:35:45,Michal Biesiada,
OG15423,,,1,2017-09-21 00:30:02,Michal Biesiada,
OG15422,,,1,2017-09-21 00:29:48,Michal Biesiada,
OG15421,,,1,2017-09-21 00:26:24,Michal Biesiada,
OG15396,2017 RP88,1,2017-09-20 19:20:10,Michal Biesiada,
OG15394,,,1,2017-09-20 18:47:46,Michal Biesiada,
OG15393,2017 RH95,1,2017-09-20 18:46:54,Michal Biesiada,
OG15391,2012 TM121,1,2017-09-20 18:44:04,Michal Biesiada,
OG15390,,,1,2017-09-20 18:43:28,Michal Biesiada,
OG15389,,,1,2017-09-20 18:41:51,Michal Biesiada,
OG15388,2016 EA250,1,2017-09-20 18:37:33,Michal Biesiada,
OG15387,2017 SB130,1,2017-09-20 18:35:10,Michal Biesiada,
OG15386,,,1,2017-09-20 18:34:32,Michal Biesiada,
OG15385,2017 RD94,1,2017-09-20 18:34:00,Michal Biesiada,
OG15384,2017 RB87,1,2017-09-20 18:33:34,Michal Biesiada,
OG15383,2017 RC87,1,2017-09-20 18:33:19,Michal Biesiada,
OG15382,2013 PE80,1,2017-09-20 18:31:42,Michal Biesiada,
OG15381,,,1,2017-09-20 18:30:13,Michal Biesiada,
OG15380,2017 SJ130,1,2017-09-20 18:26:24,Michal Biesiada,
OG15379,,,1,2017-09-20 18:24:58,Michal Biesiada,
OG15378,,,1,2017-09-20 18:24:45,Michal Biesiada,
OG15377,2012 UD181,1,2017-09-20 18:21:30,Michal Biesiada,
OG15376,2017 SR112,1,2017-09-20 18:20:29,Michal Biesiada,
OG15375,,,1,2017-09-20 18:19:36,Michal Biesiada,
OG15374,2006 RA45,1,2017-09-20 18:15:57,Michal Biesiada,
OG15373,2017 RN88,1,2017-09-20 18:14:28,Michal Biesiada,
OG15372,,,1,2017-09-20 18:09:57,Michal Biesiada,
OG15371,,,1,2017-09-20 18:09:27,Michal Biesiada,
OG15370,2017 RT88,1,2017-09-20 18:09:04,Michal Biesiada,
OG15369,,,1,2017-09-20 18:08:33,Michal Biesiada,
OG15368,2013 TQ168,1,2017-09-20 17:56:54,Michal Biesiada,
OG15367,,,1,2017-09-20 17:55:58,Michal Biesiada,
OG15366,,,1,2017-09-20 17:55:33,Michal Biesiada,
OG15365,2017 RG88,1,2017-09-20 17:52:03,Michal Biesiada,
OG15364,2017 RJ88,1,2017-09-20 17:51:43,Michal Biesiada,
OG15363,,,1,2017-09-20 17:51:23,Michal Biesiada,
OG15362,2017 RL88,1,2017-09-20 17:51:03,Michal Biesiada,
OG15361,2017 SS130,1,2017-09-20 17:50:42,Michal Biesiada,
OG15360,,,1,2017-09-20 17:50:28,Michal Biesiada,
OG15359,2017 UT32,1,2017-09-20 17:50:13,Michal Biesiada,
OG15358,2017 SO130,1,2017-09-20 17:46:54,Michal Biesiada,
OG15357,,,1,2017-09-20 17:45:24,Michal Biesiada,
OG15356,,,1,2017-09-20 17:40:01,Michal Biesiada,
OG15355,2017 SP130,1,2017-09-20 17:38:01,Michal Biesiada,
OG15354,,,1,2017-09-20 17:36:35,Michal Biesiada,
OG15353,,,1,2017-09-20 17:33:04,Michal Biesiada,
OG15352,,,1,2017-09-20 17:32:13,Michal Biesiada,
OG15351,,,1,2017-09-20 17:26:26,Michal Biesiada,
OG15350,2017 SU102,1,2017-09-20 17:24:25,Michal Biesiada,
OG15349,2012 VJ87,1,2017-09-20 17:24:09,Michal Biesiada,
OG15347,,,1,2017-09-20 17:22:27,Michal Biesiada,
OG15346,,,1,2017-09-20 17:19:12,Michal Biesiada,
OG15345,,,1,2017-09-20 16:12:38,Michal Biesiada,
OG15344,2017 RW87,1,2017-09-20 15:59:49,Michal Biesiada,
OG15343,2017 RZ87,1,2017-09-20 15:58:59,Michal Biesiada,
OG15342,2017 RL17,1,2017-09-20 15:55:23,Michal Biesiada,
OG15317,2017 ST102,1,2017-09-20 00:15:36,Michal Biesiada,
OG15316,,,1,2017-09-20 00:13:59,Michal Biesiada,
OG15223,2017 SA131,1,2017-09-19 20:10:17,Michal Biesiada,
OG15218,,,1,2017-09-19 20:03:37,Michal Biesiada,
OG15202,,,1,2017-09-18 13:17:21,Michal Biesiada,
OG15201,,,1,2017-09-18 13:11:43,Michal Biesiada,
OG15200,,,1,2017-09-18 13:01:55,Michal Biesiada,
OG15199,,,1,2017-09-18 13:01:20,Michal Biesiada,
OG15198,2017 SM63,1,2017-09-18 13:00:06,Michal Biesiada,
OG15197,2016 EK237,1,2017-09-18 12:55:33,Michal Biesiada,
OG15196,,,1,2017-09-18 12:51:07,Michal Biesiada,
OG15195,,,1,2017-09-18 12:48:50,Michal Biesiada,
OG15194,2016 KV6,1,2017-09-18 12:44:15,Michal Biesiada,
OG15193,,,1,2017-09-18 12:43:44,Michal Biesiada,
OG15192,,,1,2017-09-18 12:41:59,Michal Biesiada,
OG15191,,,1,2017-09-18 12:41:06,Michal Biesiada,
OG15190,,,1,2017-09-18 12:40:57,Michal Biesiada,
OG15189,,,1,2017-09-18 12:38:41,Michal Biesiada,
OG15187,2017 RX87,1,2017-09-18 12:33:35,Michal Biesiada,
OG15186,2012 TC326,1,2017-09-18 12:32:07,Michal Biesiada,
OG15185,2017 SD129,1,2017-09-18 12:30:06,Michal Biesiada,
OG15184,2017 RS82,1,2017-09-18 12:29:55,Michal Biesiada,
OG15172,2013 TS56,1,2017-09-18 08:17:52,Michal Biesiada,
OG15171,2010 UD17,1,2017-09-18 08:16:45,Michal Biesiada,
OG15170,2017 RW98,1,2017-09-18 08:16:24,Michal Biesiada,
OG15169,2017 SE63,1,2017-09-18 08:15:54,Michal Biesiada,
OG15168,,,1,2017-09-18 08:13:22,Michal Biesiada,
OG15166,2011 AC59,1,2017-09-18 08:09:56,Michal Biesiada,
OG15164,2017 SL27,1,2017-09-18 08:07:48,Michal Biesiada,
OG15163,,,1,2017-09-18 08:07:35,Michal Biesiada,
OG15162,,,1,2017-09-18 08:07:22,Michal Biesiada,
OG15161,,,1,2017-09-18 08:07:03,Michal Biesiada,
OG15159,2017 RF99,1,2017-09-18 08:04:40,Michal Biesiada,
OG15156,2017 SR62,1,2017-09-18 07:49:01,Michal Biesiada,
OG15155,,,1,2017-09-18 07:48:33,Michal Biesiada,
OG15153,2017 SZ128,1,2017-09-18 07:46:42,Michal Biesiada,
OG15152,2017 RG97,1,2017-09-18 07:44:41,Michal Biesiada,
OG15151,,,1,2017-09-18 07:42:21,Michal Biesiada,
OG15150,2017 RW80,1,2017-09-18 07:35:50,Michal Biesiada,
OG15149,2017 RL80,1,2017-09-18 07:35:40,Michal Biesiada,
OG15148,2017 RR98,1,2017-09-18 07:32:27,Michal Biesiada,
OG15147,2017 SS62,1,2017-09-18 07:32:10,Michal Biesiada,
OG15146,,,1,2017-09-18 07:31:57,Michal Biesiada,
OG15145,2017 SU62,1,2017-09-18 07:29:39,Michal Biesiada,
OG15144,,,1,2017-09-18 07:29:00,Michal Biesiada,
OG15143,2017 RO102,1,2017-09-18 07:28:11,Michal Biesiada,
OG15142,,,1,2017-09-18 07:26:26,Michal Biesiada,
OG15141,,,1,2017-09-18 07:26:14,Michal Biesiada,
OG15140,2007 XO10,1,2017-09-18 07:24:41,Michal Biesiada,
OG15139,2017 RK99,1,2017-09-18 07:24:00,Michal Biesiada,
OG15138,2017 SW62,1,2017-09-18 07:23:29,Michal Biesiada,
OG15137,,,1,2017-09-18 07:19:31,Michal Biesiada,
OG15134,2017 RX80,1,2017-09-18 00:42:02,Michal Biesiada,
OG15133,,,1,2017-09-18 00:32:42,Michal Biesiada,
OG15132,,,1,2017-09-18 00:32:14,Michal Biesiada,
OG15126,2017 RN98,1,2017-09-17 21:13:52,Michal Biesiada,
OG15125,2017 RD98,1,2017-09-17 21:13:24,Michal Biesiada,
OG15124,,,1,2017-09-17 21:11:23,Michal Biesiada,
OG15123,,,1,2017-09-17 21:11:07,Michal Biesiada,
OG15122,2017 RC83,1,2017-09-17 21:08:31,Michal Biesiada,
OG15024,,,1,2017-08-21 19:24:18,Michal Biesiada,
OG15023,,,1,2017-08-21 19:12:26,Michal Biesiada,
OG15022,,,1,2017-08-21 19:07:22,Michal Biesiada,
OG15021,,,1,2017-08-21 18:40:53,Michal Biesiada,
OG15020,,,1,2017-08-21 18:35:51,Michal Biesiada,
OG15019,2017 QG24,1,2017-08-21 18:02:39,Michal Biesiada,
OG15018,2017 QF24,1,2017-08-21 17:32:39,Michal Biesiada,
OG15017,,,1,2017-08-21 17:04:27,Michal Biesiada,
OG15016,2017 QE24,1,2017-08-21 17:04:11,Michal Biesiada,
OG15015,2017 QD24,1,2017-08-21 17:01:35,Michal Biesiada,
OG15014,,,1,2017-08-21 17:00:21,Michal Biesiada,
OG15013,2010 RY189,1,2017-08-21 16:59:37,Michal Biesiada,
OG15012,2010 UN10,1,2017-08-21 16:53:24,Michal Biesiada,
OG15011,2017 QY3,1,2017-08-21 16:48:58,Michal Biesiada,
OG15010,,,1,2017-08-21 16:47:21,Michal Biesiada,
OG15009,2017 RL23,1,2017-08-21 16:45:35,Michal Biesiada,
OG15008,,,1,2017-08-21 16:42:24,Michal Biesiada,
OG15007,,,1,2017-08-21 16:39:21,Michal Biesiada,
OG15006,2017 RT22,1,2017-08-21 16:36:55,Michal Biesiada,
OG15005,2017 PT10,1,2017-08-21 16:36:33,Michal Biesiada,
OG15004,2013 RE105,1,2017-08-21 16:35:39,Michal Biesiada,
OG15002,2017 QH24,1,2017-08-21 00:16:49,Michal Biesiada,
OG15001,2017 QC24,1,2017-08-21 00:14:02,Michal Biesiada,
OG15000,,,1,2017-08-21 00:13:47,Michal Biesiada,
OG14999,,,1,2017-08-21 00:09:59,Michal Biesiada,
OG14998,,,1,2017-08-21 00:04:45,Michal Biesiada,
OG14997,,,1,2017-08-20 22:06:12,Michal Biesiada,
OG14996,,,1,2017-08-20 22:06:00,Michal Biesiada,
OG14995,,,1,2017-08-20 22:05:36,Michal Biesiada,
OG14962,,,1,2017-08-20 07:21:25,Michal Biesiada,
OG14961,,,1,2017-08-20 07:18:13,Michal Biesiada,
OG14960,2016 EV133,1,2017-08-20 07:17:46,Michal Biesiada,
OG14959,2012 TJ211,1,2017-08-20 07:17:33,Michal Biesiada,
OG14958,,,1,2017-08-20 07:11:58,Michal Biesiada,
OG14957,,,1,2017-08-20 07:11:27,Michal Biesiada,
OG14956,,,1,2017-08-20 07:11:13,Michal Biesiada,
OG14955,,,1,2017-08-20 07:09:58,Michal Biesiada,
OG14954,,,1,2017-08-20 07:09:39,Michal Biesiada,
OG14953,,,1,2017-08-20 07:08:57,Michal Biesiada,
OG14952,,,1,2017-08-20 07:06:40,Michal Biesiada,
OG14951,,,1,2017-08-20 07:04:02,Michal Biesiada,
OG14950,2015 BH534,1,2017-08-20 06:57:41,Michal Biesiada,
OG14949,,,1,2017-08-20 06:57:25,Michal Biesiada,
OG14948,,,1,2017-08-20 06:56:41,Michal Biesiada,
OG14947,,,1,2017-08-20 06:55:56,Michal Biesiada,
OG14946,,,1,2017-08-20 06:51:38,Michal Biesiada,
OG14945,,,1,2017-08-20 06:48:08,Michal Biesiada,
OG14944,,,1,2017-08-20 06:47:54,Michal Biesiada,
OG14943,2013 OV11,1,2017-08-20 06:47:23,Michal Biesiada,
OG14942,,,1,2017-08-20 06:44:49,Michal Biesiada,
OG14941,2016 CL295,1,2017-08-20 06:43:08,Michal Biesiada,
OG14940,,,1,2017-08-20 06:42:55,Michal Biesiada,
OG14939,,,1,2017-08-20 06:42:42,Michal Biesiada,
OG14938,,,1,2017-08-20 06:42:31,Michal Biesiada,
OG14937,,,1,2017-08-20 06:38:20,Michal Biesiada,
OG14936,,,1,2017-08-20 06:34:57,Michal Biesiada,
OG14935,,,1,2017-08-20 06:32:49,Michal Biesiada,
OG14934,,,1,2017-08-20 06:32:12,Michal Biesiada,
OG14933,2013 VB27,1,2017-08-20 06:28:34,Michal Biesiada,
OG14932,,,1,2017-08-20 06:26:36,Michal Biesiada,
OG14931,,,1,2017-08-20 06:25:30,Michal Biesiada,
OG14930,2017 QU52,1,2017-08-20 06:23:44,Michal Biesiada,
OG14929,,,1,2017-08-20 06:23:34,Michal Biesiada,
OG14928,,,1,2017-08-20 06:13:27,Michal Biesiada,
OG14927,,,1,2017-08-20 06:11:48,Michal Biesiada,
OG14926,2017 QE52,1,2017-08-20 06:10:40,Michal Biesiada,
OG14925,,,1,2017-08-20 06:07:51,Michal Biesiada,
OG14924,,,1,2017-08-20 06:07:42,Michal Biesiada,
OG14923,2017 RW28,1,2017-08-20 06:04:09,Michal Biesiada,
OG14922,,,1,2017-08-20 06:03:44,Michal Biesiada,
OG14918,,,1,2017-08-19 21:58:44,Michal Biesiada,
OG14917,,,1,2017-08-19 21:58:11,Michal Biesiada,
OG14841,2017 QX54,1,2017-08-18 18:40:35,Michal Biesiada,
OG14840,,,1,2017-08-18 18:37:13,Michal Biesiada,
OG14839,2013 UY9,1,2017-08-18 18:35:21,Michal Biesiada,
OG14838,,,1,2017-08-18 18:34:53,Michal Biesiada,
OG14837,2017 PQ21,1,2017-08-18 18:34:22,Michal Biesiada,
OG14836,,,1,2017-08-18 18:33:27,Michal Biesiada,
OG14835,,,1,2017-08-18 18:26:05,Michal Biesiada,
OG14834,2017 QS54,1,2017-08-18 18:24:59,Michal Biesiada,
OG14833,,,1,2017-08-18 18:24:29,Michal Biesiada,
OG14832,,,1,2017-08-18 18:22:51,Michal Biesiada,
OG14831,,,1,2017-08-18 17:52:03,Michal Biesiada,
OG14830,,,1,2017-08-18 17:51:24,Michal Biesiada,
OG14829,,,1,2017-08-18 17:51:01,Michal Biesiada,
OG14828,,,1,2017-08-18 17:50:49,Michal Biesiada,
OG14827,2017 QN54,1,2017-08-18 17:49:10,Michal Biesiada,
OG14826,2017 QZ54,1,2017-08-18 17:46:40,Michal Biesiada,
OG14825,2017 QX52,1,2017-08-18 17:43:25,Michal Biesiada,
OG14824,,,1,2017-08-18 17:36:41,Michal Biesiada,
OG14823,,,1,2017-08-18 17:35:34,Michal Biesiada,
OG14822,,,1,2017-08-18 17:34:07,Michal Biesiada,
OG14821,2011 KC48,1,2017-08-18 17:31:44,Michal Biesiada,
OG14820,2017 RB31,1,2017-08-18 17:29:30,Michal Biesiada,
OG14819,,,1,2017-08-18 17:21:26,Michal Biesiada,
OG14818,,,1,2017-08-18 17:20:58,Michal Biesiada,
OG14817,,,1,2017-08-18 17:20:36,Michal Biesiada,
OG14816,,,1,2017-08-18 17:20:25,Michal Biesiada,
OG14815,2017 QJ54,1,2017-08-18 17:14:24,Michal Biesiada,
OG14814,,,1,2017-08-18 17:11:24,Michal Biesiada,
OG14813,,,1,2017-08-18 17:10:01,Michal Biesiada,
OG14812,,,1,2017-08-18 17:09:33,Michal Biesiada,
OG14811,,,1,2017-08-18 17:08:53,Michal Biesiada,
OG14810,,,1,2017-08-18 17:04:26,Michal Biesiada,
OG14809,,,1,2017-08-18 17:02:21,Michal Biesiada,
OG14807,,,1,2017-08-18 16:57:29,Michal Biesiada,
OG14806,,,1,2017-08-18 16:33:07,Michal Biesiada,
OG14715,,,1,2017-07-26 07:46:19,Michal Biesiada,
OG14714,,,1,2017-07-26 07:45:01,Michal Biesiada,
OG14713,,,1,2017-07-26 07:41:39,Michal Biesiada,
OG14712,,,1,2017-07-26 07:40:27,Michal Biesiada,
OG14711,,,1,2017-07-26 07:29:59,Michal Biesiada,
OG14710,,,1,2017-07-26 07:27:07,Michal Biesiada,
OG14709,,,1,2017-07-26 07:25:52,Michal Biesiada,
OG14708,,,1,2017-07-26 07:23:37,Michal Biesiada,
OG14705,,,1,2017-07-25 20:59:46,Michal Biesiada,
OG14704,,,1,2017-07-25 20:59:04,Michal Biesiada,
OG14703,,,1,2017-07-25 20:53:09,Michal Biesiada,
OG14702,,,1,2017-07-25 20:45:50,Michal Biesiada,
OG14701,,,1,2017-07-25 20:39:09,Michal Biesiada,
OG14700,,,1,2017-07-25 20:33:49,Michal Biesiada,
OG14699,2017 OB9,1,2017-07-25 20:33:24,Michal Biesiada,
OG14698,2017 OL10,1,2017-07-25 20:32:31,Michal Biesiada,
OG14697,,,1,2017-07-25 20:31:22,Michal Biesiada,
OG14696,2017 OK10,1,2017-07-25 20:30:48,Michal Biesiada,
OG14695,,,1,2017-07-25 20:16:17,Michal Biesiada,
OG14694,,,1,2017-07-25 20:12:42,Michal Biesiada,
OG14693,,,1,2017-07-25 20:12:25,Michal Biesiada,
OG14692,,,1,2017-07-25 20:12:10,Michal Biesiada,
OG14691,,,1,2017-07-25 20:11:21,Michal Biesiada,
OG14690,,,1,2017-07-25 20:07:29,Michal Biesiada,
OG14689,,,1,2017-07-25 20:07:18,Michal Biesiada,
OG14688,,,1,2017-07-25 20:02:24,Michal Biesiada,
OG14687,2007 TR458,1,2017-07-25 20:02:11,Michal Biesiada,
OG14686,2017 QQ33,1,2017-07-25 19:57:11,Michal Biesiada,
OG14685,,,1,2017-07-25 19:56:47,Michal Biesiada,
OG14684,2017 OX10,1,2017-07-25 19:44:51,Michal Biesiada,
OG14683,2017 OW10,1,2017-07-25 19:43:58,Michal Biesiada,
